fgc,min,rec,rem,work
7,6,0,7,108
7,6,0,7,99
7,6,0,7,107
7,7,0,7,109
7,6,0,7,103
7,6,0,7,105
7,7,0,7,107
7,6,0,7,105
7,7,0,7,109
7,6,0,7,106
7,7,0,7,113
7,7,0,7,107
7,6,0,7,109
7,7,0,7,107
7,6,0,7,105
7,6,0,7,102
7,6,0,7,106
7,6,0,7,105
7,7,0,7,107
7,7,0,7,111
7,6,0,7,103
7,7,0,7,106
7,6,0,7,107
7,7,0,7,111
7,6,0,7,102
7,7,0,7,109
7,7,0,7,110
7,6,0,7,110
7,6,0,7,105
7,7,0,7,106
7,7,0,7,112
7,7,0,7,106
7,6,0,7,106
7,6,0,7,107
7,7,0,7,108
7,7,0,7,112
7,6,0,7,103
7,7,0,7,109
7,7,0,7,111
7,6,0,7,105
7,6,0,7,105
7,6,0,7,102
7,7,0,7,110
7,6,0,7,110
7,6,0,7,105
7,6,0,7,102
7,6,0,7,107
7,7,0,7,109
7,6,0,7,105
7,7,0,7,107
7,6,0,7,106
7,6,0,7,105
7,7,0,7,105
7,6,0,7,110
7,6,0,7,106
7,6,0,7,105
7,6,0,7,105
7,7,0,7,110
7,6,0,7,108
7,6,0,7,110
7,6,0,7,108
7,6,0,7,108
7,6,0,7,104
7,7,0,7,110
7,6,0,7,109
7,7,0,7,109
7,6,0,7,109
7,6,0,7,104
7,6,0,7,102
7,6,0,7,104
7,6,0,7,110
7,7,0,7,112
7,6,0,7,104
7,7,0,7,109
7,7,0,7,111
7,7,0,7,110
7,7,0,7,109
7,6,0,7,104
7,6,0,7,107
7,7,0,7,109
7,6,0,7,109
7,7,0,7,111
7,6,0,7,104
7,7,0,7,107
7,7,0,7,106
7,6,0,7,107
7,7,0,7,109
7,6,0,7,103
7,6,0,7,101
7,6,0,7,110
7,7,0,7,111
7,7,0,7,108
7,6,0,7,110
7,7,0,7,107
7,7,0,7,109
7,7,0,7,105
7,7,0,7,109
7,6,0,7,110
7,6,0,7,114
7,6,0,7,110
7,7,0,7,109
7,6,0,7,104
7,6,0,7,104
7,7,0,7,107
7,7,0,7,110
7,6,0,7,107
7,7,0,7,109
7,7,0,7,107
7,7,0,7,105
7,6,0,7,109
7,6,0,7,110
7,6,0,7,106
7,6,0,7,104
7,7,0,7,107
7,6,0,7,107
7,7,0,7,108
7,7,0,7,110
7,6,0,7,107
7,6,0,7,111
7,6,0,7,106
7,6,0,7,107
7,6,0,7,105
7,6,0,7,108
7,7,0,7,109
7,6,0,7,111
7,6,0,7,106
7,7,0,7,109
7,6,0,7,106
7,6,0,7,111
7,7,0,7,112
7,6,0,7,105
7,6,0,7,109
7,6,0,7,109
7,7,0,7,112
7,6,0,7,104
7,7,0,7,107
7,6,0,7,107
7,7,0,7,108
7,6,0,7,111
7,7,0,7,110
7,7,0,7,111
7,6,0,7,105
7,6,0,7,104
7,6,0,7,105
7,7,0,7,111
7,7,0,7,108
7,7,0,7,107
7,6,0,7,104
7,6,0,7,109
7,7,0,7,112
7,7,0,7,111
7,6,0,7,103
7,7,0,7,110
7,7,0,7,110
7,6,0,7,111
7,7,0,7,110
7,7,0,7,105
7,6,0,7,108
7,7,0,7,106
7,7,0,7,114
7,6,0,7,102
7,6,0,7,109
7,7,0,7,108
7,6,0,7,113
7,7,0,7,108
7,6,0,7,107
7,7,0,7,112
7,6,0,7,108
7,6,0,7,105
7,7,0,7,106
7,6,0,7,106
7,6,0,7,105
7,6,0,7,103
7,7,0,7,107
7,6,0,7,110
7,6,0,7,104
7,7,0,7,111
7,6,0,7,104
7,7,0,7,113
7,6,0,7,105
7,6,0,7,105
7,6,0,7,103
7,6,0,7,104
7,6,0,7,103
7,6,0,7,107
7,6,0,7,109
7,7,0,7,111
7,7,0,7,108
7,7,0,7,106
7,6,0,7,108
7,6,0,7,110
7,7,0,7,110
7,6,0,7,110
7,6,0,7,106
7,6,0,7,103
7,7,0,7,106
7,6,0,7,103
7,6,0,7,110
7,6,0,7,107
7,7,0,7,107
7,7,0,7,107
7,7,0,7,109
7,6,0,7,104
7,7,0,7,111
7,7,0,7,108
7,6,0,7,108
7,7,0,7,110
7,6,0,7,103
7,7,0,7,110
7,6,0,7,105
7,7,0,7,112
7,6,0,7,106
7,7,0,7,113
7,6,0,7,104
7,6,0,7,111
7,6,0,7,105
7,6,0,7,105
7,6,0,7,105
7,6,0,7,103
7,6,0,7,106
7,6,0,7,104
7,6,0,7,102
7,7,0,7,106
7,6,0,7,106
7,6,0,7,105
7,6,0,7,104
7,6,0,7,101
7,7,0,7,108
7,6,0,7,107
7,7,0,7,108
7,6,0,7,107
7,6,0,7,108
7,7,0,7,109
7,7,0,7,111
7,6,0,7,101
7,6,0,7,108
7,6,0,7,105
7,6,0,7,104
7,6,0,7,104
7,6,0,7,105
7,6,0,7,101
7,6,0,7,101
7,6,0,7,103
7,7,0,7,110
7,6,0,7,106
7,6,0,7,106
7,6,0,7,103
7,7,0,7,108
7,7,0,7,105
7,6,0,7,107
7,6,0,7,107
7,6,0,7,105
7,6,0,7,103
7,6,0,7,105
7,7,0,7,109
7,6,0,7,104
7,7,0,7,112
7,6,0,7,103
7,6,0,7,110
7,6,0,7,109
7,6,0,7,108
7,7,0,7,113
7,7,0,7,107
7,6,0,7,108
7,7,0,7,114
7,6,0,7,104
7,7,0,7,109
7,7,0,7,111
7,7,0,7,113
7,6,0,7,105
7,6,0,7,109
7,6,0,7,101
7,6,0,7,102
7,6,0,7,104
7,6,0,7,103
7,6,0,7,101
7,6,0,7,110
7,6,0,7,109
7,7,0,7,108
7,6,0,7,106
7,6,0,7,101
7,6,0,7,106
7,6,0,7,110
7,6,0,7,104
7,6,0,7,106
7,6,0,7,110
7,7,0,7,109
7,7,0,7,104
7,6,0,7,109
7,7,0,7,111
7,6,0,7,107
7,6,0,7,106
7,7,0,7,107
7,6,0,7,105
7,6,0,7,108
7,6,0,7,103
7,6,0,7,103
7,7,0,7,108
7,7,0,7,109
7,6,0,7,107
7,6,0,7,110
7,7,0,7,110
7,5,0,7,99
7,6,0,7,113
7,7,0,7,108
7,6,0,7,109
7,6,0,7,104
7,6,0,7,104
7,6,0,7,104
7,6,0,7,110
7,7,0,7,109
7,6,0,7,108
7,6,0,7,106
7,7,0,7,106
7,6,0,7,108
7,7,0,7,114
7,6,0,7,108
7,7,0,7,108
7,7,0,7,111
7,7,0,7,109
7,6,0,7,105
7,6,0,7,104
7,7,0,7,110
7,6,0,7,106
7,6,0,7,102
7,6,0,7,105
7,7,0,7,114
7,7,0,7,106
7,7,0,7,107
7,7,0,7,110
7,6,0,7,109
7,7,0,7,113
7,6,0,7,107
7,6,0,7,101
7,7,0,7,111
7,6,0,7,106
7,6,0,7,108
7,5,0,7,99
7,6,0,7,107
7,6,0,7,112
7,6,0,7,101
7,7,0,7,109
7,6,0,7,114
7,6,0,7,104
7,6,0,7,112
7,6,0,7,104
7,6,0,7,110
7,6,0,7,104
7,6,0,7,103
7,7,0,7,114
7,7,0,7,109
7,6,0,7,107
7,6,0,7,103
7,6,0,7,106
7,7,0,7,113
7,6,0,7,107
7,6,0,7,106
7,7,0,7,106
7,5,0,7,101
7,6,0,7,104
7,6,0,7,101
7,7,0,7,109
7,6,0,7,111
7,6,0,7,108
7,7,0,7,106
7,6,0,7,110
7,7,0,7,107
7,6,0,7,109
7,6,0,7,109
7,6,0,7,106
7,6,0,7,102
7,7,0,7,111
7,6,0,7,106
7,7,0,7,111
7,7,0,7,109
7,6,0,7,105
7,7,0,7,110
7,6,0,7,104
7,6,0,7,108
7,6,0,7,107
7,6,0,7,106
7,6,0,7,108
7,7,0,7,109
7,6,0,7,108
7,6,0,7,107
7,6,0,7,104
7,6,0,7,109
7,7,0,7,109
7,6,0,7,108
7,7,0,7,108
7,6,0,7,111
7,6,0,7,108
7,7,0,7,107
7,6,0,7,110
7,7,0,7,109
7,6,0,7,108
7,6,0,7,107
7,6,0,7,104
7,6,0,7,107
7,6,0,7,109
7,7,0,7,109
7,6,0,7,104
7,6,0,7,104
7,6,0,7,107
7,6,0,7,105
7,6,0,7,106
7,6,0,7,106
7,6,0,7,102
7,7,0,7,108
7,7,0,7,107
7,7,0,7,104
7,6,0,7,102
7,6,0,7,109
7,6,0,7,107
7,7,0,7,110
7,6,0,7,108
7,7,0,7,111
7,6,0,7,104
7,6,0,7,103
7,5,0,7,102
7,7,0,7,107
7,6,0,7,103
7,7,0,7,109
7,6,0,7,108
7,7,0,7,111
7,7,0,7,105
7,6,0,7,106
7,6,0,7,109
7,6,0,7,106
7,6,0,7,104
7,6,0,7,106
7,7,0,7,106
7,6,0,7,111
7,7,0,7,108
7,7,0,7,107
7,7,0,7,110
7,6,0,7,106
7,6,0,7,104
7,6,0,7,108
7,7,0,7,108
7,6,0,7,103
7,7,0,7,110
7,7,0,7,111
7,6,0,7,107
7,6,0,7,103
7,6,0,7,103
7,6,0,7,106
7,7,0,7,107
7,6,0,7,106
7,7,0,7,108
7,7,0,7,104
7,6,0,7,104
7,7,0,7,108
7,6,0,7,106
7,6,0,7,103
7,6,0,7,109
7,6,0,7,101
7,6,0,7,103
7,6,0,7,104
7,7,0,7,104
7,6,0,7,104
7,6,0,7,105
7,7,0,7,111
7,6,0,7,101
7,6,0,7,103
7,6,0,7,104
7,6,0,7,107
7,6,0,7,103
7,6,0,7,104
7,7,0,7,107
7,6,0,7,105
7,6,0,7,106
7,7,0,7,105
7,6,0,7,101
7,7,0,7,111
7,6,0,7,106
7,6,0,7,110
7,7,0,7,106
7,7,0,7,106
7,6,0,7,105
7,6,0,7,106
7,7,0,7,106
7,7,0,7,108
7,7,0,7,108
7,6,0,7,108
7,6,0,7,106
7,7,0,7,109
7,6,0,7,108
7,6,0,7,106
7,6,0,7,103
7,6,0,7,106
7,6,0,7,110
7,6,0,7,109
7,7,0,7,109
7,7,0,7,110
7,6,0,7,104
7,6,0,7,108
7,7,0,7,108
7,6,0,7,107
7,6,0,7,100
7,6,0,7,103
7,6,0,7,107
7,6,0,7,100
7,7,0,7,105
7,6,0,7,105
7,6,0,7,107
7,6,0,7,113
7,6,0,7,107
7,6,0,7,105
7,6,0,7,104
7,6,0,7,104
7,6,0,7,107
7,6,0,7,106
7,6,0,7,104
7,6,0,7,104
7,6,0,7,103
7,7,0,7,108
7,7,0,7,113
7,7,0,7,109
7,7,0,7,105
7,6,0,7,104
7,6,0,7,107
7,6,0,7,109
7,6,0,7,104
7,6,0,7,108
7,6,0,7,107
7,7,0,7,108
7,6,0,7,105
7,7,0,7,109
7,6,0,7,107
7,6,0,7,103
7,7,0,7,108
7,6,0,7,101
7,7,0,7,106
7,7,0,7,107
7,7,0,7,108
7,7,0,7,108
7,6,0,7,106
7,7,0,7,107
7,7,0,7,106
7,6,0,7,107
7,7,0,7,110
7,6,0,7,104
7,6,0,7,108
7,6,0,7,105
7,7,0,7,106
7,6,0,7,106
7,6,0,7,103
7,6,0,7,107
7,7,0,7,105
7,6,0,7,106
7,7,0,7,106
7,6,0,7,105
7,6,0,7,109
7,6,0,7,105
7,7,0,7,106
7,7,0,7,106
7,6,0,7,102
7,7,0,7,110
7,6,0,7,103
7,7,0,7,113
7,6,0,7,101
7,6,0,7,109
7,7,0,7,110
7,6,0,7,105
7,6,0,7,105
7,6,0,7,104
7,6,0,7,106
7,6,0,7,102
7,6,0,7,105
7,6,0,7,105
7,7,0,7,106
7,6,0,7,106
7,6,0,7,104
7,6,0,7,109
7,6,0,7,107
7,7,0,7,113
7,6,0,7,109
7,7,0,7,109
7,6,0,7,112
7,6,0,7,105
7,6,0,7,109
7,6,0,7,105
7,7,0,7,107
7,6,0,7,106
7,6,0,7,110
7,6,0,7,104
7,6,0,7,104
7,7,0,7,110
7,6,0,7,106
7,7,0,7,109
7,6,0,7,105
7,7,0,7,111
7,6,0,7,108
7,6,0,7,108
7,6,0,7,104
7,6,0,7,105
7,7,0,7,112
7,7,0,7,108
7,7,0,7,107
7,6,0,7,104
7,6,0,7,105
7,6,0,7,107
7,7,0,7,107
7,6,0,7,102
7,7,0,7,106
7,6,0,7,107
7,6,0,7,105
7,6,0,7,107
7,7,0,7,109
7,7,0,7,110
7,6,0,7,101
7,7,0,7,108
7,6,0,7,109
7,6,0,7,103
7,6,0,7,106
7,6,0,7,102
7,6,0,7,114
7,6,0,7,108
7,6,0,7,105
7,6,0,7,102
7,6,0,7,105
7,6,0,7,104
7,7,0,7,109
7,7,0,7,109
7,6,0,7,110
7,7,0,7,107
7,6,0,7,106
7,6,0,7,103
7,6,0,7,105
7,6,0,7,106
7,6,0,7,104
7,6,0,7,105
7,6,0,7,105
7,7,0,7,109
7,6,0,7,101
7,6,0,7,106
7,5,0,7,101
7,7,0,7,106
7,7,0,7,112
7,6,0,7,107
7,6,0,7,108
7,7,0,7,109
7,7,0,7,106
7,6,0,7,105
7,6,0,7,109
7,7,0,7,111
7,6,0,7,105
7,6,0,7,105
7,6,0,7,109
7,7,0,7,111
7,6,0,7,106
7,7,0,7,109
7,7,0,7,106
7,7,0,7,110
7,7,0,7,110
7,7,0,7,109
7,6,0,7,104
7,7,0,7,111
7,6,0,7,104
7,6,0,7,111
7,7,0,7,108
7,6,0,7,109
7,6,0,7,101
7,7,0,7,107
7,7,0,7,109
7,7,0,7,109
7,7,0,7,107
7,7,0,7,108
7,6,0,7,104
7,6,0,7,104
7,7,0,7,110
7,6,0,7,107
7,7,0,7,109
7,6,0,7,104
7,6,0,7,109
7,7,0,7,111
7,6,0,7,111
7,6,0,7,110
7,6,0,7,104
7,7,0,7,108
7,6,0,7,110
7,7,0,7,108
7,7,0,7,105
7,6,0,7,105
7,6,0,7,106
7,6,0,7,107
7,6,0,7,105
7,7,0,7,108
7,7,0,7,108
7,7,0,7,108
7,7,0,7,113
7,6,0,7,107
7,7,0,7,107
7,6,0,7,102
7,6,0,7,103
7,6,0,7,113
7,6,0,7,102
7,6,0,7,106
7,7,0,7,111
7,6,0,7,105
7,6,0,7,102
7,6,0,7,101
7,6,0,7,109
7,7,0,7,109
7,7,0,7,107
7,6,0,7,100
7,7,0,7,107
7,7,0,7,106
7,7,0,7,108
7,7,0,7,114
7,6,0,7,103
7,7,0,7,112
7,7,0,7,111
7,6,0,7,101
7,6,0,7,107
7,6,0,7,107
7,6,0,7,104
7,6,0,7,108
7,7,0,7,107
7,6,0,7,107
7,6,0,7,110
7,6,0,7,108
7,6,0,7,105
7,6,0,7,107
7,6,0,7,108
7,7,0,7,107
7,6,0,7,107
7,6,0,7,102
7,7,0,7,107
7,7,0,7,107
7,6,0,7,105
7,6,0,7,102
7,6,0,7,111
7,6,0,7,109
7,6,0,7,106
7,6,0,7,104
7,6,0,7,102
7,6,0,7,104
7,7,0,7,110
7,7,0,7,107
7,7,0,7,112
7,6,0,7,107
7,6,0,7,109
7,7,0,7,109
7,6,0,7,109
7,6,0,7,103
7,6,0,7,107
7,6,0,7,105
7,6,0,7,109
7,6,0,7,108
7,6,0,7,106
7,6,0,7,107
7,6,0,7,104
7,7,0,7,107
7,7,0,7,106
7,7,0,7,108
7,6,0,7,111
7,6,0,7,104
7,7,0,7,107
7,6,0,7,101
7,7,0,7,105
7,6,0,7,106
7,7,0,7,107
7,6,0,7,110
7,6,0,7,112
7,6,0,7,104
7,6,0,7,99
7,6,0,7,108
7,7,0,7,108
7,6,0,7,107
7,7,0,7,109
7,7,0,7,109
7,6,0,7,107
7,6,0,7,104
7,7,0,7,108
7,7,0,7,109
7,6,0,7,104
7,6,0,7,109
7,6,0,7,105
7,7,0,7,108
7,6,0,7,110
7,7,0,7,109
7,6,0,7,105
7,6,0,7,105
7,6,0,7,108
7,6,0,7,103
7,7,0,7,111
7,6,0,7,104
7,6,0,7,107
7,7,0,7,109
7,6,0,7,111
7,6,0,7,106
7,7,0,7,107
7,7,0,7,108
7,7,0,7,107
7,6,0,7,103
7,6,0,7,106
7,7,0,7,107
7,7,0,7,106
7,6,0,7,102
7,6,0,7,108
7,6,0,7,107
7,7,0,7,109
7,6,0,7,104
7,7,0,7,107
7,7,0,7,105
7,6,0,7,104
7,7,0,7,107
7,6,0,7,106
7,6,0,7,104
7,6,0,7,104
7,7,0,7,107
7,6,0,7,106
7,7,0,7,108
7,6,0,7,105
7,7,0,7,106
7,6,0,7,107
7,7,0,7,104
7,6,0,7,106
7,7,0,7,110
7,6,0,7,106
7,6,0,7,109
7,6,0,7,107
7,6,0,7,104
7,6,0,7,106
7,6,0,7,107
7,7,0,7,108
7,7,0,7,110
7,7,0,7,108
7,6,0,7,110
7,6,0,7,107
7,7,0,7,107
7,6,0,7,107
7,6,0,7,106
7,6,0,7,111
7,6,0,7,104
7,6,0,7,110
7,6,0,7,106
7,6,0,7,103
7,6,0,7,106
7,7,0,7,112
7,6,0,7,107
7,6,0,7,103
7,6,0,7,102
7,7,0,7,106
7,6,0,7,105
7,6,0,7,102
7,7,0,7,109
7,6,0,7,105
7,7,0,7,108
7,7,0,7,107
7,7,0,7,108
7,7,0,7,108
7,7,0,7,104
7,7,0,7,111
7,7,0,7,112
7,6,0,7,107
7,6,0,7,104
7,6,0,7,106
7,6,0,7,107
7,6,0,7,103
7,6,0,7,108
7,6,0,7,109
7,6,0,7,105
7,6,0,7,107
7,7,0,7,111
7,6,0,7,104
7,6,0,7,103
7,7,0,7,106
7,6,0,7,106
7,6,0,7,105
7,7,0,7,113
7,6,0,7,101
7,6,0,7,105
7,6,0,7,105
7,6,0,7,106
7,5,0,7,102
7,6,0,7,107
7,7,0,7,110
7,6,0,7,111
7,6,0,7,109
7,7,0,7,110
7,7,0,7,111
7,7,0,7,110
7,7,0,7,108
7,7,0,7,108
7,6,0,7,105
7,6,0,7,102
7,6,0,7,105
7,7,0,7,108
7,6,0,7,101
7,6,0,7,100
7,6,0,7,111
7,7,0,7,111
7,6,0,7,108
7,6,0,7,108
7,6,0,7,109
7,7,0,7,110
7,6,0,7,103
7,6,0,7,107
7,6,0,7,104
7,7,0,7,111
7,6,0,7,106
7,6,0,7,106
7,6,0,7,106
7,7,0,7,107
7,6,0,7,102
7,6,0,7,105
7,6,0,7,104
7,7,0,7,110
7,7,0,7,111
7,6,0,7,109
7,6,0,7,101
7,7,0,7,107
7,6,0,7,112
7,6,0,7,104
7,6,0,7,106
7,6,0,7,106
7,6,0,7,106
7,6,0,7,104
7,6,0,7,105
7,6,0,7,104
7,6,0,7,108
7,7,0,7,110
7,6,0,7,105
7,6,0,7,109
7,6,0,7,106
7,7,0,7,109
7,7,0,7,114
7,6,0,7,102
7,6,0,7,106
7,7,0,7,113
7,6,0,7,108
7,6,0,7,106
7,6,0,7,105
7,6,0,7,107
7,6,0,7,106
7,7,0,7,109
7,7,0,7,106
7,6,0,7,104
7,7,0,7,109
7,7,0,7,108
7,6,0,7,110
7,6,0,7,108
7,6,0,7,105
7,6,0,7,110
7,7,0,7,108
7,6,0,7,102
7,6,0,7,100
7,7,0,7,107
7,6,0,7,104
7,6,0,7,102
7,6,0,7,110
7,6,0,7,107
7,7,0,7,106
7,7,0,7,111
7,6,0,7,104
7,6,0,7,111
7,7,0,7,111
7,7,0,7,112
7,6,0,7,109
7,6,0,7,106
7,6,0,7,105
7,6,0,7,106
7,7,0,7,106
7,6,0,7,105
7,7,0,7,106
7,6,0,7,111
7,7,0,7,108
7,7,0,7,110
7,7,0,7,109
7,6,0,7,104
7,6,0,7,108
7,6,0,7,105
7,6,0,7,104
7,6,0,7,106
7,6,0,7,99
7,7,0,7,110
7,6,0,7,106
7,6,0,7,109
7,7,0,7,108
7,6,0,7,108
7,7,0,7,107
7,6,0,7,103
7,6,0,7,109
7,6,0,7,104
7,6,0,7,108
7,6,0,7,107
7,6,0,7,108
7,6,0,7,104
7,6,0,7,102
7,6,0,7,106
7,7,0,7,105
7,6,0,7,105
7,6,0,7,105
7,7,0,7,111
7,6,0,7,106
7,6,0,7,108
7,7,0,7,106
7,6,0,7,103
7,6,0,7,106
7,6,0,7,108
7,6,0,7,100
7,6,0,7,108
7,6,0,7,107
7,7,0,7,109
7,6,0,7,104
7,7,0,7,110
7,6,0,7,106
7,6,0,7,106
7,6,0,7,110
7,7,0,7,107
7,6,0,7,108
7,6,0,7,106
7,6,0,7,101
7,7,0,7,109
7,6,0,7,108
7,6,0,7,105
7,7,0,7,107
7,6,0,7,109
7,6,0,7,105
7,6,0,7,108
7,7,0,7,105
7,6,0,7,109
7,7,0,7,111
7,7,0,7,108
7,7,0,7,107
7,6,0,7,105
7,6,0,7,106
7,7,0,7,109
7,6,0,7,105
7,7,0,7,107
7,6,0,7,108
7,6,0,7,105
7,6,0,7,110
7,6,0,7,108
7,6,0,7,111
7,7,0,7,107
7,6,0,7,106
7,6,0,7,106
7,6,0,7,107
7,6,0,7,107
7,6,0,7,106
7,6,0,7,107
7,6,0,7,110
7,7,0,7,105
7,6,0,7,108
7,7,0,7,111
7,6,0,7,103
7,6,0,7,105
7,6,0,7,106
7,6,0,7,102
7,6,0,7,107
7,6,0,7,110
7,7,0,7,111
7,7,0,7,107
7,6,0,7,107
7,6,0,7,105
7,7,0,7,107
7,6,0,7,106
7,7,0,7,113
7,7,0,7,104
7,7,0,7,107
7,6,0,7,101
7,7,0,7,110
7,6,0,7,108
7,7,0,7,111
7,7,0,7,112
7,7,0,7,106
7,6,0,7,107
7,7,0,7,107
7,6,0,7,104
7,6,0,7,108
7,7,0,7,104
7,7,0,7,106
7,6,0,7,106
7,6,0,7,104
7,6,0,7,110
7,7,0,7,113
7,7,0,7,106
7,6,0,7,107
7,6,0,7,110
7,7,0,7,106
7,6,0,7,107
7,7,0,7,108
7,7,0,7,108
7,6,0,7,106
7,6,0,7,107
7,6,0,7,109
7,6,0,7,113
7,7,0,7,108
7,7,0,7,107
7,6,0,7,106
7,6,0,7,111
7,6,0,7,114
7,6,0,7,104
7,7,0,7,107
7,6,0,7,112
7,6,0,7,104
7,6,0,7,109
7,6,0,7,105
7,7,0,7,105
7,6,0,7,109
7,6,0,7,105
7,6,0,7,103
7,7,0,7,107
7,6,0,7,104
7,6,0,7,100
7,7,0,7,110
7,7,0,7,107
7,7,0,7,106
7,6,0,7,110
7,7,0,7,112
7,7,0,7,109
7,6,0,7,109
7,5,0,7,101
7,7,0,7,107
7,6,0,7,106
7,6,0,7,108
7,6,0,7,106
7,7,0,7,107
7,6,0,7,107
7,6,0,7,103
7,6,0,7,103
7,6,0,7,107
7,6,0,7,109
7,6,0,7,105
7,6,0,7,108
7,7,0,7,108
7,6,0,7,111
7,6,0,7,105
7,6,0,7,106
7,6,0,7,108
7,7,0,7,107
7,6,0,7,104
7,6,0,7,106
7,6,0,7,102
7,7,0,7,109
7,6,0,7,107
7,6,0,7,102
7,6,0,7,104
7,7,0,7,108
7,7,0,7,111
7,7,0,7,114
7,6,0,7,107
7,6,0,7,103
7,6,0,7,101
7,7,0,7,105
7,6,0,7,104
7,6,0,7,109
7,6,0,7,104
7,7,0,7,108
7,6,0,7,103
7,6,0,7,105
7,6,0,7,107
7,7,0,7,111
7,6,0,7,105
7,6,0,7,102
7,6,0,7,106
7,7,0,7,107
7,6,0,7,109
7,6,0,7,114
7,6,0,7,104
7,7,0,7,107
7,6,0,7,107
7,7,0,7,111
7,7,0,7,110
7,7,0,7,106
7,6,0,7,105
7,6,0,7,112
7,6,0,7,108
7,6,0,7,102
7,7,0,7,112
7,6,0,7,107
7,6,0,7,108
7,6,0,7,108
7,7,0,7,108
7,6,0,7,105
7,7,0,7,108
7,7,0,7,105
7,6,0,7,107
7,6,0,7,105
7,7,0,7,107
7,7,0,7,109
7,6,0,7,104
7,6,0,7,103
7,6,0,7,104
7,6,0,7,104
7,6,0,7,106
7,6,0,7,107
7,6,0,7,106
7,6,0,7,104
7,7,0,7,107
7,6,0,7,106
7,5,0,7,99
7,6,0,7,107
7,6,0,7,104
7,6,0,7,108
7,6,0,7,109
7,6,0,7,109
7,6,0,7,108
7,7,0,7,113
7,7,0,7,110
7,7,0,7,111
7,6,0,7,106
7,6,0,7,106
7,6,0,7,108
7,7,0,7,108
7,7,0,7,106
7,7,0,7,106
7,7,0,7,112
7,6,0,7,103
7,6,0,7,108
7,7,0,7,112
7,6,0,7,102
7,6,0,7,108
7,6,0,7,107
7,7,0,7,112
7,7,0,7,108
7,7,0,7,107
7,7,0,7,108
7,6,0,7,107
7,7,0,7,114
7,6,0,7,104
7,7,0,7,113
7,6,0,7,109
7,6,0,7,105
7,6,0,7,103
7,6,0,7,104
7,7,0,7,112
7,6,0,7,107
7,6,0,7,109
7,6,0,7,104
7,7,0,7,106
7,7,0,7,105
7,6,0,7,108
7,6,0,7,108
7,6,0,7,107
7,7,0,7,108
7,6,0,7,105
7,7,0,7,110
7,6,0,7,100
7,7,0,7,107
7,6,0,7,106
7,6,0,7,105
7,6,0,7,108
7,6,0,7,103
7,7,0,7,107
7,6,0,7,107
7,7,0,7,107
7,6,0,7,105
7,6,0,7,107
7,6,0,7,110
7,7,0,7,107
7,6,0,7,104
7,6,0,7,108
7,6,0,7,108
7,6,0,7,109
7,6,0,7,105
7,6,0,7,101
7,7,0,7,111
7,6,0,7,104
7,6,0,7,105
7,7,0,7,109
7,6,0,7,110
7,7,0,7,108
7,6,0,7,109
7,6,0,7,102
7,6,0,7,107
7,7,0,7,105
7,6,0,7,107
7,7,0,7,114
7,7,0,7,109
7,7,0,7,107
7,7,0,7,110
7,6,0,7,106
7,6,0,7,108
7,7,0,7,112
7,6,0,7,104
7,6,0,7,106
7,6,0,7,104
7,7,0,7,112
7,6,0,7,103
7,7,0,7,111
7,6,0,7,103
7,6,0,7,105
7,6,0,7,107
7,7,0,7,108
7,6,0,7,107
7,6,0,7,104
7,6,0,7,106
7,6,0,7,107
7,7,0,7,107
7,6,0,7,106
7,6,0,7,104
7,7,0,7,107
7,6,0,7,107
7,6,0,7,104
7,6,0,7,107
7,6,0,7,104
7,7,0,7,109
7,7,0,7,108
7,6,0,7,105
7,6,0,7,105
7,6,0,7,110
7,7,0,7,110
7,6,0,7,110
7,7,0,7,108
7,6,0,7,105
7,7,0,7,106
7,6,0,7,102
7,6,0,7,109
7,7,0,7,107
7,7,0,7,107
7,7,0,7,108
7,7,0,7,107
7,6,0,7,106
7,7,0,7,106
7,6,0,7,103
7,7,0,7,112
7,6,0,7,111
7,7,0,7,110
7,7,0,7,108
7,7,0,7,110
7,7,0,7,106
7,7,0,7,107
7,6,0,7,109
7,6,0,7,103
7,6,0,7,106
7,6,0,7,107
7,7,0,7,107
7,7,0,7,106
7,6,0,7,105
7,6,0,7,106
7,6,0,7,105
7,6,0,7,104
7,6,0,7,103
7,7,0,7,108
7,6,0,7,109
7,7,0,7,110
7,7,0,7,109
7,5,0,7,101
7,6,0,7,107
7,6,0,7,103
7,6,0,7,106
7,7,0,7,111
7,6,0,7,108
7,7,0,7,113
7,7,0,7,109
7,7,0,7,108
7,6,0,7,109
7,6,0,7,105
7,7,0,7,108
7,6,0,7,109
7,6,0,7,106
7,6,0,7,102
7,6,0,7,110
7,6,0,7,111
7,6,0,7,105
7,6,0,7,104
7,6,0,7,108
7,6,0,7,105
7,6,0,7,102
7,7,0,7,107
7,6,0,7,106
7,7,0,7,105
7,6,0,7,109
7,7,0,7,109
7,6,0,7,108
7,6,0,7,107
7,6,0,7,106
7,6,0,7,104
7,6,0,7,101
7,6,0,7,98
7,6,0,7,107
7,6,0,7,106
7,7,0,7,106
7,6,0,7,105
7,6,0,7,108
7,7,0,7,111
7,7,0,7,109
7,6,0,7,99
7,7,0,7,105
7,7,0,7,105
7,6,0,7,104
7,6,0,7,109
7,6,0,7,101
7,7,0,7,106
7,6,0,7,106
7,7,0,7,106
7,6,0,7,103
7,7,0,7,111
7,7,0,7,113
7,6,0,7,104
7,6,0,7,105
7,6,0,7,108
7,6,0,7,107
